bls302_code,name_de,name_en,kcal_100g,water_g_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,sodium_mg_100g
Y344223,Schweineragout (2),Pork ragout (2),132,77.07,11.02,9.278,1.154,0.254,219
Y344323,Schweineragout mit Biersoße (2),Pork ragout in beer sauce (2),85,82.065,10.013,3.0,2.47,0.338,217
Y346013,Schweinspfeffer (1),"""Schweinspfeffer"" savoury pork goulash (1)",150,73.139,13.0,10.259,1.6,0.594,233
Y346033,Schweinspfeffer (3),"""Schweinspfeffer"" savoury pork goulash (3)",119,80.034,7.684,8.697,1.789,0.303,196
Y350003,Schweinefleischgerichte / Rouladen / Braten (0),Pork dishes/olives/roast (0),157,69.48,12.83,8.757,6.628,0.896,289
Y351013,Schweinekammrouladen mit Sauerkrautfüllung (1),Pork neck olives filled with sauerkraut (1),145,72.741,13.337,9.117,2.246,0.632,295
Y351023,Schweineroulade mit Soße (2),Pork olive with sauce (2),157,69.48,12.83,8.757,6.628,0.896,289
Y351032,Schweineroulade (3),Pork olive (3),129,72.425,17.566,5.06,3.058,0.453,278
Y351122,Schweineroulade gedünstet (2),Pork olive stewed (2),117,73.407,17.062,3.456,4.1,0.567,296
Y351223,Schweineroulade Szegediner mit Soße (2),"Pork olive ""Szegedin"" with sauce (2)",150,71.265,12.444,8.633,5.611,0.504,237
Y352013,Schweinerollbraten mit Soße (1),Rolled pork roast with sauce (1),105,78.878,12.829,5.242,1.68,0.216,243
Y352112,Schweinebraten mit Soße (Standardrezeptur),Pork roast with sauce (standard recipe),107,81.104,8.519,7.295,1.804,0.361,207
Y352212,Schweinebraten ohne Soße,Pork roast without sauce,294,53.14,22.153,23.048,0.072,0.018,320
Y361013,Schweinekeule mit Kruste und Soße (1),Pork leg with crackling and sauce (1),174,70.086,14.579,12.357,1.392,0.257,265
Y361023,Schweinebraten mit Soße (2),Pork roast with sauce (2),233,61.799,13.889,18.29,3.607,1.062,265
Y361123,Schweinerücken mit Soße (2),Pork loin with sauce (2),123,75.776,14.021,6.447,2.178,0.181,258
Y361233,"Schweinebrustbraten gefüllt, mit Soße (3)","Pork breast roast filled, with sauce (3)",255,60.449,13.295,21.253,3.19,0.514,278
Y361333,Spanferkelkeule geschmort mit Backpflaumen und Madeira-Sherry-Soße (3),Leg of suckling pig braised with prunes and Madeira-sherry-sauce (3),108,75.321,11.354,3.558,5.311,1.611,245
Y361423,"Schweinebrust gefüllt, mit Soße (2)",Filled pork breast with sauce (2),166,69.237,11.285,10.239,7.371,0.611,279
Y361523,"Schweinebraten mariniert, mit Soße (2)","Pork roast marinated, with sauce (2)",102,81.958,7.661,6.924,2.197,0.142,231
Y361623,"Schweinebraten mit Soße, Mischgemüse und Salzkartoffeln","Pork roast with sauce, mixed vegetables and boiled potatoes",78,81.372,3.906,2.633,9.483,1.27,195
Y361713,"Schwein Brust (Brustspitze, Rippchen) gebraten","Pork breast (breast tip, spare ribs) fried",317,50.018,21.611,25.906,0.142,0.01,596
Y361723,"Schweinerücken gefüllt, mit Backpflaumensoße (2)","Pork loin filled, with prune sauce (2)",142,70.877,12.383,7.403,5.927,1.385,235
Y362012,Schweinshaxe geschmort (1),Pork hock braised (1),130,73.228,14.027,6.351,3.055,1.132,257
Y362023,"Schweinshaxe geschmort, mit Soße (2)","Pork hock braised, with sauce (2)",138,73.585,15.688,7.568,1.755,0.173,271
Y363013,Schweineschmorbraten mit Soße (1),Braised pork roast with sauce (1),233,62.54,15.869,18.147,1.904,0.228,263
Y363323,Schweineschulter mit Gemüse und Soße (2),Pork shank with vegetables and sauce (2),88,81.433,6.825,5.41,2.924,1.725,233
Y363423,"Schweineschulter geschmort, mit Soße (2)","Pork shank braised, with sauce (2)",145,74.661,9.902,10.07,3.88,0.44,239
Y363523,"Schmorfleisch Siebenbürger Art, mit Soße (2)",Braised meat Siebenbürger style with sauce (2),71,85.641,5.93,4.125,2.52,0.665,211
Y363613,Schweinerippchen mit Fenchel (1),Pork spare ribs with fennel (1),241,62.457,15.319,19.156,0.621,0.116,243
Y370003,Gerichte mit Schweineinnereien (0),Dishes with pork offals (0),98,82.268,7.954,6.498,2.037,0.358,175
Y371013,"Schweineherz gedünstet, mit Soße (1)",Stewed pork heart with sauce (1),98,82.268,7.954,6.498,2.037,0.358,175
Y371033,Schweineherzragout (3),Pork heart ragout (3),108,78.159,8.524,5.925,5.197,1.112,203
Y372012,Schweinehirn mit Ei (1),Pork brain with egg (1),176,72.175,10.141,14.691,1.213,0.083,328
Y373012,Schweineleber gebraten (1),Pork liver fried (1),151,68.166,19.103,6.143,4.638,0.255,239
Y373032,Schweineleber mit Soße (3),Pork liver with sauce (3),137,74.549,11.473,8.702,3.195,0.816,225
Y373132,Leberspießchen aus der Toskana (3),"Skewer of pork liver ""Toscana"" (3)",277,52.479,17.445,19.591,8.15,0.595,246
Y373213,"Schweineleber geschnetzelt, mit Äpfeln (1)",Chopped pork liver with apples (1),147,72.669,10.773,8.927,5.916,0.554,126
Y373223,"Schweineleber geschnetzelt, mit Äpfeln und Zwiebeln (2)",Chopped pork liver with apples and onions (2),151,71.507,12.556,8.912,5.2,0.571,183
Y373323,Schweineleberschnitte mit Rahmsoße (2),Pork liver slices with cream sauce (2),104,80.082,9.822,6.217,2.109,0.207,269
Y373423,Schweineleberragout mit  Sahnesoße (2),Pork liver ragout with cream sauce (2),128,74.891,12.274,6.732,4.505,0.431,178
Y373523,Schweineleberragout pikant mit Soße (2),Pork liver ragout savoury with sauce (2),87,82.259,8.651,4.25,3.509,0.293,204
Y373612,Leberknödel (1),Liver dumplings (1),153,67.514,10.488,6.311,13.436,0.762,322
Y373622,Leberknödel (2),Liver dumplings (2),198,59.783,19.416,9.078,9.66,0.65,230
Y373632,Leberknödel (3),Liver dumplings (3),164,67.758,13.748,8.635,7.802,0.831,219
Y373722,Leberhackbraten (2),Liver meatloaf (2),167,62.19,22.109,4.977,8.158,0.478,332
Y373823,Leberhackbraten mit Specksoße (2),Liver meatloaf with bacon sauce (2),179,60.391,9.726,5.369,22.552,0.937,235
Y373912,Schweineleber gebraten (zubereitet mit Fett und Salz),Pork liver fried (prepared with fat and salt),156,67.868,21.222,6.919,2.107,0.043,271
Y374113,Lunge sauer mit Soße (1),"Pork lung sour, with sauce (1)",59,88.646,3.972,3.486,2.676,0.176,204
Y375213,Saumagen gefüllt (1),Stuffed pig's stomach (1),182,67.153,16.736,11.479,3.122,0.293,200
Y375233,Saumagen gefüllt (3),Stuffed pig's stomach (3),128,76.485,10.99,7.692,3.489,0.331,195
Y377013,Schweinenierenragout (1),Pork kidney ragout (1),104,79.822,11.052,5.855,1.831,0.189,226
Y377132,Schweinenieren mit Sauerkraut niederländische Art (3),Pork kidneys with sauerkraut Dutch style (3),89,80.019,8.287,4.514,3.208,1.37,332
Y377212,Schweinenieren sauer mit Sahnesoße (1),Pork kidneys sour with cream sauce (1),105,80.295,9.629,6.19,2.641,0.146,195
Y377223,Schweinenieren sauer mit Soße (2),Pork kidneys sour with sauce (2),111,78.918,10.546,6.315,2.785,0.157,217
Y377323,"Schweinenieren gebraten, mit Pilzsoße (2)","Pork kidneys fried, with mushroom sauce (2)",87,82.476,8.429,4.778,2.795,0.32,236
Y377432,Rotweinnieren mit Suppengemüse (3),Pork kidneys in red wine with soup vegetables (3),92,81.141,7.158,4.639,3.181,1.127,203
Y377523,Schweinenieren süßsauer mit Soße (2),Pork kidneys sweet-and-sour with sauce (2),76,83.926,10.519,3.245,1.071,0.116,228
Y377633,Schweinenieren geschnetzelt (3),Pork kidneys chopped (3),134,78.636,8.247,10.384,0.776,0.172,198
Y377712,Schweinenieren gekocht (zubereitet mit Fett und Salz),Pork kidneys boiled (prepared with fat and salt),119,75.458,17.491,5.061,0.792,0.0,259
Y379032,Schweinezunge mit Weißweinsoße (3),Pork tongue with white wine sauce (3),124,77.417,11.225,7.489,1.999,0.351,194
Y379123,Schweinezunge mit Meerrettich-Joghurt-Soße (2),Pork tongue in horseradish-yogurt sauce (2),158,68.343,12.31,8.469,8.093,1.139,261
Y380002,Schweinefleischgerichte mit Kochfleisch (0),Pork dishes with boiled meat (0),228,62.393,15.231,17.472,2.618,0.729,224
Y380112,Schwarzsauer (1),"""Schwarzsauer"" stew with pork meat, blood and vinegar (1)",203,67.043,16.026,15.393,0.288,0.073,188
Y380132,Schwarzsauer (3),"""Schwarzsauer"" stew with pork meat, blood and vinegar (3)",228,62.393,15.231,17.472,2.618,0.729,224
Y380212,"Schweinefleisch gekocht, mit Sauerkraut (1)","Pork meat boiled, with sauerkraut (1)",127,77.776,5.703,10.109,3.188,1.475,233
Y381222,Schweinerücken gekocht (2),Pork loin boiled (2),207,60.295,27.603,10.707,0.0,0.0,213
Y381352,Schweinebauch gekocht (Wellfleisch) (5),Boiled pork belly (2),237,61.831,18.755,17.976,0.392,0.114,156
Y382032,Wammerl in Bier (3),Pork belly roast in beer sauce (3),275,57.673,13.502,22.86,2.814,1.002,234
Y383112,Blätterteigtaschen gefüllt mit Käse und Schinken,Puff pastry turnovers filled with cheese and ham,321,44.951,15.983,24.774,8.846,0.872,1359
Y384112,Gyros,Gyros,196,62.127,22.662,11.109,1.35,0.339,561
Y391112,Eisbein gekocht (1),Pork hock boiled (1),138,70.753,15.353,7.836,1.595,0.315,1112
Y392023,"Schweineschulter gekocht, mit Kräutersoße (2)",Boiled pork shank with herb sauce (2),106,80.578,7.993,6.594,3.818,0.245,173
Y395112,Sulperknochen hessisch (1),"""Sulperknochen"" (meat bone) ""Hessian"" (1)",119,71.416,25.102,1.766,0.344,0.064,184
Y395222,Rippchen gekocht (2),Pork spare ribs boiled (2),165,63.376,20.011,8.968,1.014,0.0,2524
Y396122,"Schweinebauch paniert, gebraten (2)","Pork belly breaded, fried (2)",381,35.132,16.381,26.852,19.146,1.115,274
Y396213,Schweinebauch gefüllt (1),Filled pork belly (1),364,46.023,11.531,31.935,8.364,0.812,221
Y396233,Schweinebauch mit Paprikasoße (3),Pork belly with paprika sauce (3),238,64.418,9.362,21.484,2.438,0.629,327
Y396422,Schweinebauch in Gelee (2),Pork belly in jelly (2),233,59.553,11.294,17.364,8.099,1.601,309
Y396512,Schweinefrikadelle (Standardrezeptur),Pork meat patty (standard recipe),239,59.161,14.853,17.564,5.736,0.472,603
Y397012,Schwein Hackfleisch gekocht (zubereitet mit Fett und Salz),Pork mince boiled (prepared with fat and salt),329,48.117,24.19,26.136,0.021,0.0,266
Y397112,Schwein/Rind Hackfleisch gekocht (zubereitet mit Fett und Salz),Pork/beef mince boiled (prepared with fat and salt),287,52.903,24.282,21.337,0.067,0.0,255
Y397212,Schwein Filet (ma) gebraten (zubereitet mit Fett und Salz),Pork fillet lean fried (prepared with fat and salt),171,62.543,29.609,5.806,0.0,0.0,360
Y397312,Schwein Bratenfleisch (mf) geschmort (zubereitet mit Fett und Salz),Pork meat for roasting medium fat braised (prepared with fat and salt),306,52.102,21.715,24.65,0.0,0.0,314
Y397412,Schwein Zunge gekocht (zubereitet mit Fett und Salz),Pork tongue boiled (prepared with fat and salt),174,69.903,16.807,11.739,0.529,0.0,219
Y397512,Schwein Fleisch (mf) gebraten (zubereitet mit Fett und Salz),Pork meat medium fat fried (prepared with fat and salt),304,51.78,22.412,24.084,0.0,0.0,348
Y397612,Schwein Steak (mf) gebraten (zubereitet mit Fett und Salz),Pork steak medium fat fried (prepared with fat and salt),239,56.379,27.121,14.611,0.0,0.0,339
Y397712,Schwein Haxe (Eisbein) (mf) geschmort (zubereitet mit Fett und Salz),Pork hock medium fat braised (prepared with fat and salt),248,56.183,26.116,16.118,0.0,0.0,308
Y397812,Schwein Bauch (mf) gebraten (zubereitet mit Fett und Salz),Pork belly medium fat fried (prepared with fat and salt),393,43.084,20.361,35.083,0.0,0.0,317
Y400003,Lamm- und Hammelfleischgerichte (0),Lamb and mutton dishes (0),105,77.479,5.208,3.945,12.113,0.455,206
Y404123,Lammfleischklößchen mit Curry in Tomatensoße (2),Small lamb meatballs with curry in tomato sauce (2),170,69.925,9.369,11.681,7.118,0.832,234
Y410002,Lamm- und Hammelfleischgerichte  Filet / Lende (0),Lamb dishes/mutton dishes fillet/loin (0),267,52.672,24.014,17.278,4.062,0.167,324
Y410012,Hammelfilet (1),Mutton fillet (1),152,65.416,28.603,4.113,0.0,0.0,311
Y413032,Lammfilet (3),Lamb fillet (3),178,63.131,27.603,7.462,0.0,0.0,301
Y414012,"Türkische Pizza (Lahmacun) gefüllt mit Salat, Dönerfleisch und Soße","Turkish pizza (Lahmacun) filled with salad, Kebab and sauce",126,71.99,4.623,4.736,15.946,1.554,107
Y421012,Hammelkotelett (1),Mutton chop (1),281,53.424,24.136,20.687,0.02,0.005,288
Y421022,Hammelkotelett (2),Mutton chop (2),267,52.672,24.014,17.278,4.062,0.167,324
Y421133,Hammelkoteletts Champvallon (3),"Mutton chops ""Champvallon"" (3)",115,76.745,8.095,6.078,6.657,0.785,217
Y421233,Lammkoteletts mariniert (3),Lamb chops marinated (3),269,53.979,23.762,19.078,0.913,0.245,335
Y422032,Lammkotelett (3),Lamb chop (3),282,53.364,24.108,20.79,0.019,0.005,283
Y435112,Hammelsteak (1),Mutton steak (1),262,55.069,24.878,18.271,0.0,0.0,298
Y435132,Hammelsteak (3),Mutton steak (3),262,55.069,24.878,18.271,0.0,0.0,298
Y436132,Hammelspieß (3),Mutton skewer (3),175,67.903,17.021,11.08,1.88,0.542,267
Y436232,Lammspieß (3),Lamb skewer (3),179,65.937,20.341,10.226,1.245,0.451,267
Y440003,Lamm- und Hammelgulasch (0),Lamb goulash/mutton goulash (0),103,79.694,6.957,5.857,4.817,0.93,202
Y441133,Hammelgulasch ungarische Art (3),Mutton goulash Hungarian style (3),103,79.694,6.957,5.857,4.817,0.93,202
Y442123,Hammelpilaw mit Soße (2),Mutton pilaw with sauce (2),105,77.479,5.208,3.945,12.113,0.455,206
Y442223,Hammelwürzfleisch mit Soße (2),Spiced mutton with sauce (2),119,77.453,9.169,7.239,3.661,0.599,282
Y442413,Lammpaprika mit Tomaten und saurer Sahne (1),Lamb paprika with tomatoes and sour cream (1),99,81.676,5.601,6.996,3.451,1.027,202
Y442513,Lammpilaw mit Auberginen (1),Lamb pilaf with aubergines (1),146,72.628,5.586,8.665,10.379,0.972,182
Y444103,Lamm- und Hammelragout (0),Lamb and mutton ragout (0),182,69.698,11.161,13.29,4.55,0.258,175
Y444113,Lammragout türkische Art (1),Lamb ragout Turkish style (1),236,60.508,13.293,17.921,5.654,0.821,344
Y444123,Lammragout (2),Lamb ragout (2),182,69.698,11.161,13.29,4.55,0.258,175
Y444223,Hammelragout (2),Mutton ragout (2),171,70.0,12.482,11.707,3.966,0.46,224
Y444313,Hammelragout mit Auberginen (1),Mutton ragout with aubergines (1),148,73.738,10.797,10.792,2.025,1.104,235
Y444423,Lammragout mit Gemüse (2),Lamb ragout with vegetables (2),138,72.917,9.775,8.569,5.416,1.874,236
Y444523,Hammelragout mit grünen Bohnen (2),Mutton ragout with green beans (2),91,80.961,7.384,4.786,4.39,0.668,248
Y446123,Lamm-Curry mit Soße (2),Lamb curry with sauce (2),148,73.389,10.245,9.66,5.117,0.513,227
Y446133,Lamm-Curry mit Soße (3),Lamb curry with sauce (3),192,64.361,11.259,12.267,9.225,1.374,212
Y460003,Lamm- und Hammelbraten (0),Lamb roast/mutton roast (0),126,77.724,9.318,8.334,3.098,0.458,180
Y461113,Lammbraten mit Soße (1),Lamb roast with sauce (1),206,67.479,12.727,16.104,1.582,0.044,271
Y461132,Lammbraten (3),Lamb roast (3),260,59.309,17.254,21.451,0.081,0.022,475
Y461223,Hammelbraten mit Soße (2),Mutton roast with sauce (2),126,77.724,9.318,8.334,3.098,0.458,180
Y461232,Hammelrücken (3),Mutton loin (3),244,60.802,18.721,18.958,0.042,0.011,260
Y461323,Hammelfleisch mit Zwiebelsoße (2),Mutton with onion sauce (2),106,81.038,7.655,6.833,3.48,0.245,164
Y461422,Lammfleischschnitte gebacken (2),Lamb meat slice baked (2),247,56.161,16.04,16.293,9.427,0.66,265
Y462113,Lammrücken mit Rosmarin in Soße (1),Lamb loin with rosemary in sauce (1),205,63.919,19.29,13.76,1.353,0.137,270
Y463013,Lammschmorbraten mit Soße (1),Braised lamb roast with sauce (1),196,66.752,14.426,14.024,3.138,0.3,248
Y463123,Majoranfleisch vom Hammel mit Soße (2),Mutton with marjoram and sauce (2),165,71.641,12.434,11.454,3.174,0.199,208
Y480002,Lamm- und Hammelfleischgerichte mit Kochfleisch (0),Lamb and mutton dishes with boiled meat (0),194,67.425,15.233,13.817,1.915,0.141,212
Y480133,Lammfrikassee mit Krabben und Spargel (3),Lamb fricassee with shrimps and asparagus (3),194,67.425,15.233,13.817,1.915,0.141,212
Y495113,Lammbrust mit Pilzfüllung in Soße (1),Lamb breast with mushroom filling in sauce (1),193,63.727,18.598,11.292,4.166,0.591,291
Y497113,Lammkeule mit Soße provenzalische Art (1),Lamb leg with sauce Provençal style (1),148,73.839,12.194,9.423,1.999,0.445,152
Y497223,Lammkeule mit Kapernsoße englische Art (2),Lamb leg with caper sauce English style (2),119,79.0,8.406,7.839,3.154,0.295,175
Y497323,"Hammelkeule mariniert, mit Soße (2)","Mutton leg marinated, with sauce (2)",165,70.62,15.176,10.914,1.032,0.281,243
Y497412,Lammkeule mit Zwiebeln und Senf (1),Lamb leg with onoins and mustard (1),182,67.323,18.962,11.707,0.419,0.119,264
Y497533,"Hammelkeule gekocht, mit Kapernsoße (3)","Mutton leg boiled, with caper sauce (3)",130,77.954,9.64,8.134,1.471,0.133,175
Y497623,Hammelfleisch gekocht auf Weißkohl (2),Mutton boiled on white cabbage (2),72,85.19,5.536,4.552,2.332,1.547,155
Y497712,Schafsnieren gekocht (zubereitet mit Fett und Salz),Sheep kidneys boiled (prepared with fat and salt),110,76.914,16.968,4.422,0.499,0.0,303
Y500003,Wild- und Geflügelgerichte mit Soße (0),Game and poultry dishes with sauce (0),166,70.424,14.739,10.768,2.162,0.303,225
Y504023,Wildragout mit Soße (2),Game ragout with sauce (2),108,77.955,11.865,4.972,3.375,0.289,254
Y504223,Wildragout mit Pfifferlingen (2),Game ragout with chanterelles (2),94,80.041,10.971,4.262,2.452,0.749,230
Y504233,Wildgulasch mit Steinpilzen (3),Game goulash with porcini mushrooms (3),121,76.786,10.96,6.776,1.501,1.117,248
Y504322,"Wildkrusteln (Wild paniert, frittiert) (2)","""Wildkrusteln"" game breaded, deep-fried (2)",141,68.548,12.887,4.641,12.0,0.616,265
Y504422,Wildhackstück (2),Game meatloaf (2),139,68.444,17.645,4.188,7.489,0.626,300
Y510003,Hirschfleischgerichte (0),Deer dishes (0),161,69.685,16.315,9.035,2.324,0.373,236
Y512033,Hirschkotelett mit frischen Pfifferlingen (3),Deer chop with fresh chanterelles (3),141,73.599,11.797,8.883,2.492,1.02,234
Y512133,"Hirschkotelett sautiert, mit Heidelbeeren (3)","Deer chop sautéd, with blueberries (3)",161,69.685,16.315,9.035,2.324,0.373,236
Y514233,Hirschragout mit Rotwein (3),Deer ragout with red wine (3),145,72.975,13.428,8.444,2.601,0.502,213
Y516023,Hirschbraten mit Soße (2),Deer roast with sauce (2),123,75.336,14.044,6.385,2.427,0.381,235
Y516033,Hirschbraten mit Soße (3),Deer roast with sauce (3),168,67.231,19.755,8.076,2.224,0.107,191
Y516112,Hirschbraten ohne Soße,Deer roast without sauce,181,62.751,27.348,7.926,0.073,0.018,325
Y518013,Hirschbrust gefüllt (1),Filled breast of deer (1),109,78.142,14.088,5.076,1.595,0.152,176
Y519233,Hirschkalbsbraten überkrustet Danziger Art (3),Fawn roast gratinated Danzig style (3),157,72.172,10.657,9.167,3.918,0.292,207
Y520003,Rehfleischgerichte (0),Roe deer dishes (0),166,70.424,14.739,10.768,2.162,0.303,225
Y522113,Rehrücken mit Soße württembergische Art (1),Roe deer saddle with sauce Württemberg style (1),190,63.239,15.101,10.455,8.342,0.768,324
Y522133,Rehrücken mit Rahmsoße (3),Roe deer saddle with cream sauce (3),166,70.424,14.739,10.768,2.162,0.303,225
Y524133,Rehpfeffer (3),"""Rehpfeffer"" roe deer ragout (3)",188,67.252,11.144,13.028,4.747,1.569,185
Y524233,Rehragout (3),Roe deer ragout (3),127,76.307,12.585,7.2,2.284,0.31,170
Y525023,Rehpfeffer (2),"""Rehpfeffer"" Roe deer ragout (2)",111,75.881,13.82,3.832,4.483,0.43,206
Y526013,Rehbraten mit Soße (1),Roe deer roast with sauce (1),115,76.687,13.542,5.789,2.183,0.345,259
Y526033,Rehkeule mit Preiselbeersoße (3),Roe deer leg with lingonberry sauce (3),145,70.959,14.93,6.562,5.308,0.281,229
Y527012,Rehkeule gebraten (zubereitet mit Fett und Salz),Roe deer leg fried (prepared with fat and salt),147,69.566,22.581,6.197,0.055,0.014,282
Y528013,Rehsteak flambiert (1),Roe deer steak flambé (1),143,70.695,20.279,5.401,0.507,0.042,268
Y528033,Rehkotelett in Wacholderrahm mit Heidelbeeren (3),Roe deer chop with juniper cream and blueberries (3),148,73.77,12.718,9.457,2.062,0.257,181
Y529133,Rehkeule Baden-Baden (3),"Roe deer leg ""Baden-Baden"" (3)",145,70.911,13.54,7.868,4.674,1.227,250
Y529233,"Rehkeule gebraten, mit frischen Feigen (3)","Roe deer leg fried, with fresh figs (3)",123,73.197,13.162,3.578,6.809,0.45,199
Y530003,Hasenfleischgerichte (0),Hare dishes (0),127,75.732,12.972,7.295,1.291,0.723,177
Y531023,Hasenbraten mariniert (2),Hare roast marinated (2),105,79.584,12.918,5.436,0.473,0.158,226
Y534133,Hasenragout (3),Hare ragout (3),74,84.533,8.103,2.859,2.533,0.211,246
Y535133,Hasenpfeffer mit Soße (3),"""Hasenpfeffer"" hare ragout with sauce (3)",165,68.771,17.601,8.804,2.102,0.245,292
Y536113,Hasenbraten mit Soße (1),Hare roast with sauce (1),169,69.119,15.698,10.712,1.747,0.886,207
Y536123,Hasenbraten mit Soße (2),Hare roast with sauce (2),110,78.356,11.569,5.722,3.131,0.229,213
Y536133,Kaninchenbraten mit Soße (3),Rabbit roast with sauce (3),127,75.732,12.972,7.295,1.291,0.723,177
Y536212,Kaninchenbraten ohne Soße,Rabbit roast without sauce,172,67.765,21.108,9.715,0.056,0.014,237
Y536313,Dippehas (Hase im Topf) (1),"""Dippehas"" broiled hare roast (1)",165,69.175,14.696,8.538,4.089,0.491,189
Y536533,Kaninchenbraten mit Speck (3),Rabbit roast with bacon (3),138,72.903,17.592,6.902,1.155,0.018,207
Y540003,Wildschweingerichte (0),Wild boar dishes with sauce (0),165,68.358,12.137,9.471,5.842,1.169,325
Y544113,Wildschweinschmorbraten (1),Braised wild boar roast (1),193,64.309,20.158,10.762,1.88,0.183,275
Y544133,Wildschwein süßsauer (3),Wild boar sweet-and-sour (3),174,67.972,16.59,10.671,2.935,0.44,270
Y546033,Wildschweinkeule mit Soße (3),Wild boar leg with sauce (3),165,68.358,12.137,9.471,5.842,1.169,325
Y546123,Wildschweinbraten mit Speck und Soße (2),Wild boar roast with bacon and sauce (2),97,80.774,10.401,4.662,2.518,0.143,216
Y546223,Wildschweinbraten in Sauerrahmsoße (2),Wild boar roast in sour cream sauce (2),122,77.581,10.739,7.568,2.819,0.158,229
Y549133,Wildschweinkeule gedünstet nach Jägerart (3),Wild boar leg stewed chasseur style (3),110,78.435,13.226,5.362,0.894,0.308,189
Y556113,Wildentenbraten mit Speck und Soße (1),Wild duck roast with bacon and sauce (1),237,62.697,14.099,19.298,2.209,0.19,245
Y560002,Geflügelfleischgerichte (0),Poultry dishes (0),170,67.027,21.253,9.474,0.056,0.015,452
Y560113,Paprikahuhn mit Soße (1),Paprika chicken with sauce (1),149,72.669,14.96,9.358,1.341,0.268,228
Y560123,Paprikahuhn mit Soße (2),Paprika chicken with sauce (2),105,79.867,10.816,5.864,2.228,0.174,209
Y560213,Huhn Marengo mit Soße (1),"Chicken ""Marengo"" with sauce (1)",152,73.399,12.96,9.585,0.658,0.264,226
Y560312,Hähnchen gegrillt (1),Chicken grilled (1),174,67.052,21.378,9.883,0.0,0.0,271
Y560322,Brathähnchen (2),Roast chicken (2),170,67.027,21.253,9.474,0.056,0.015,452
Y560332,Brathähnchen (3),Roast chicken (3),200,61.304,24.936,11.117,0.073,0.02,530
Y560652,Geflügelkroketten (5),Poultry croquettes (5),189,67.585,10.145,13.288,7.466,0.409,256
Y560662,Geflügelkroketten (6),Poultry croquettes (6),129,73.192,9.286,5.874,9.799,0.828,231
Y560723,Geflügelpilaw mit Soße (2),Poultry pilaf with sauce (2),143,71.174,7.605,6.459,13.455,0.468,210
Y561422,Huhn im Bierteig (2),Chicken in beer batter (2),271,55.534,15.128,20.003,7.705,0.285,252
Y562032,Hähnchenbrustfilets gebraten (3),Chicken breast fillets fried (3),150,67.546,25.363,5.203,0.189,0.064,251
Y562112,Hähnchenbrustfilets gebraten mit Mischgemüse gedünstet,"Chicken breast fillets fried, with stewed mixed vegetables",88,78.685,11.54,2.998,3.647,1.647,172
Y562123,Hühnerbrüstchen in Spargelsoße (2),Chicken breast fillet in asparagus sauce (2),76,82.209,12.662,1.648,2.266,0.226,155
Y562133,Hähnchenbrust mit geschmorten Gurken (3),Chicken breast with braised cucumbers (3),169,71.014,11.36,12.329,3.432,0.5,216
Y562533,Chicken a la King mit Soße (3),Chicken à la King with sauce (3),161,70.393,11.766,9.469,5.486,0.735,163
Y562612,Chickenburger,Chicken burger,252,46.083,9.451,10.085,30.74,1.918,523
Y563112,Cordon bleu vom Hähnchen,Chicken cordon bleu,200,59.487,20.563,9.426,7.915,0.61,330
Y563212,Cordon bleu von der Pute,Turkey cordon bleu,203,59.197,21.159,9.692,7.769,0.498,323
Y564003,"Geflügelragout, Geflügelfrikassee (0)",Poultry ragout/poultry fricassee (0),124,77.477,11.784,6.58,1.088,0.211,150
Y564113,Hühnerfrikassee mit Champignon (1),Chicken fricassee with buttom mushrooms (1),154,74.394,9.788,11.413,2.536,0.633,181
Y564123,Hühnerfrikassee mit Weißwein (2),Chicken fricassee with white wine (2),132,78.147,9.127,9.612,1.975,0.104,168
Y564133,Frikassee vom Geflügel nach alter Art (3),Chicken fricassee old-fashioned (3),124,77.477,11.784,6.58,1.088,0.211,150
Y564213,Kükenragout Bremer Art (1),Baby chicken ragout Bremen style (1),139,76.776,9.69,10.702,1.38,0.617,173
Y564333,Geflügelklein nach altdeutscher Art (3),"Chicken giblets ""altdeutsch"" (3)",62,88.081,5.394,3.733,1.733,0.323,151
Y564423,Hühnerragout (2),Chicken ragout (2),174,70.842,11.478,12.44,4.167,0.285,162
Y564523,Hühnerragout mit Gemüse (2),Chicken ragout with vegetables (2),120,76.431,8.855,7.149,5.129,1.598,157
Y567002,Gerichte mit Geflügelinnereien (0),Dishes with poultry giblets (0),205,66.432,12.026,16.244,3.061,0.543,259
Y567133,"Hühnerherzen geschmort, in Weißweinsoße (3)","Chicken hearts braised, in white wine sauce (3)",98,82.074,8.216,4.622,1.675,0.131,146
Y567232,Hähnchenleber dänische Art (3),Chicken liver Danish style (3),205,66.432,12.026,16.244,3.061,0.543,259
Y568003,Geflügelgerichte gekocht (0),Poultry dishes boiled (0),113,79.989,10.384,7.49,1.036,0.279,152
Y568113,Poulardenbrust mit Lauchsoße (1),Chicken roaster breast with leek sauce (1),162,76.137,6.593,13.706,0.914,0.254,149
Y568223,"Huhn gekocht, mit Rahmsoße (2)","Chicken boiled, in cream sauce (2)",137,77.927,8.504,10.529,2.299,0.1,167
Y568233,"Huhn gekocht, mit Petersiliensoße (3)","Chicken boiled, in parsley sauce (3)",113,79.989,10.384,7.49,1.036,0.279,152
